wos_id,title,authors,journal,year,volume,pages,doi
WOS:000895297100005,Discriminants of risk tolerance among Indian investors: a dichotomous discriminant approach,"Chhatoi, Biswajit Prasad and Mohanty, Munmun",INTERNATIONAL JOURNAL OF MANAGERIAL AND FINANCIAL ACCOUNTING,2023,15,112-134,10.1504/IJMFA.2023.127528
WOS:000539505000001,Influence of investor sentiment and its antecedent on investment decision-making using partial least square technique,"Haritha, P. H. and Uchil, Rashmi",MANAGEMENT RESEARCH REVIEW,2020,43,1441-1459,10.1108/MRR-06-2019-0254
WOS:001487803600002,"Cognitive biases, Robo advisor and investment decision psychology: An investor's perspective from New York stock exchange","Ahmad, Usman and Van Keulen, Maurice and Briassouli, Alexia and Saad, Muhammad",ACTA PSYCHOLOGICA,2025,256,,10.1016/j.actpsy.2025.105048
WOS:000571036300020,"Retail investor experience, asset learning, and portfolio risk-adjusted returns","Fjesme, Sturla Lyngnes",FINANCE RESEARCH LETTERS,2020,36,,10.1016/j.frl.2019.101315
WOS:001191316800016,"Risk factors, uncertainty, and investment decision: evidence from mutual fund flows from India","Nedumparambil, Elizabeth and Bhandari, Anup Kumar",INDIAN ECONOMIC REVIEW,2022,57,349-372,10.1007/s41775-022-00155-8
WOS:001460786200001,"Herding behavior, disposition effect, and investment decisions: A multi-mediation analysis of risk perception and dividend policy","Bhutto, Sarfaraz Ahmed and Nazeer, Nazia and Saad, Muhammad and Talreja, Kewal",ACTA PSYCHOLOGICA,2025,255,,10.1016/j.actpsy.2025.104964
WOS:001549799500001,Consumer Investment Behaviour: A Systematic Review Using TCM and ADO Frameworks,"Kumar, Arun and Ranjani, K. S.",INTERNATIONAL JOURNAL OF CONSUMER STUDIES,2025,49,,10.1111/ijcs.70110
WOS:000639112300118,Behavioral Biases on Investment Decision: A Case Study in Indonesia,"Kartini, Kartini and Nahda, Katiya",JOURNAL OF ASIAN FINANCE ECONOMICS AND BUSINESS,2021,8,1231-1240,10.13106/jafeb.2021.vol8.no3.1231
WOS:000544841000007,Evaluation of behavioral biases affecting investment decision making of individual equity investors by fuzzy analytic hierarchy process,"Jain, Jinesh and Walia, Nidhi and Gupta, Sanjay",REVIEW OF BEHAVIORAL FINANCE,2020,12,297-314,10.1108/RBF-03-2019-0044
WOS:001713951100001,The brain behind the portfolio: the neurological foundations of investment decisions,"Khan, Anum and Fatima, Hina and Shah, Syed Alamdar Ali",JOURNAL OF ISLAMIC MARKETING,2026,,,10.1108/JIMA-12-2023-0393
WOS:001495156900001,Regret aversion in Japanese and US stock markets: Analyzing the effects of market conditions,"Kim, Somyung and Ohk, Kiyool",JAPAN AND THE WORLD ECONOMY,2025,74,,10.1016/j.japwor.2025.101311
WOS:001551745100002,Psychological biases and contextual factors as the determinants of financial satisfaction: an evidence-based study on individual investment decisions,"Shukla, Kritika and Kumar, Vibhash",GLOBAL BUSINESS AND ECONOMICS REVIEW,2024,31,91-117,10.1504/GBER.2024.139314
WOS:001637944900003,A portfolio-focused behavioral model linking financial literacy and risk tolerance: Evidence from mutual fund investors in Türkiye,"Hamurcu, Cagri and Hazar, Adalet and Babuscu, Senol",BORSA ISTANBUL REVIEW,2025,25,119-127,10.1016/j.bir.2025.09.001
WOS:001300591900003,Additive Determination of an Investor's Risk Tolerance in Asset Allocation,"Patel, Samveg and Dibartolomeo, Dan",JOURNAL OF INVESTING,2024,33,34-54,
WOS:001430412600001,Smoothing the Subjective Financial Risk Tolerance: Volatility and Market Implications,"Heo, Wookjae and Kim, Eunchan",MATHEMATICS,2025,13,,10.3390/math13040680
WOS:001087823400001,Reconciling Self-Assessed with Psychometric Risk Tolerance: A New Framework for Profiling Risk among Investors,"Mazzoli, Camilla and Palmucci, Fabrizio",JOURNAL OF BEHAVIORAL FINANCE,2025,26,201-214,10.1080/15427560.2023.2271108
WOS:001751535500001,When Confidence and Knowledge Diverge: Investor Calibration and Portfolio Behavior,"Bonaparte, Yosef and Fabozzi, Frank J.",JOURNAL OF BEHAVIORAL FINANCE,2026,,,10.1080/15427560.2026.2651122
WOS:001119274500002,Driving Millennials To Be Investors: The Case Of Investment Decision Performance In Indonesian Capital Market,"Darmayanti, Ni Putu Ayu and Wiagustini, Ni Luh Putu and Artini, Luh Gede Sri and Candraningrat, Ica Rika",QUALITY-ACCESS TO SUCCESS,2023,24,167-174,10.47750/QAS/24.196.22
WOS:000761168200003,The Effect of Investment Literacy on the Likelihood of Retail Investor Margin Trading and Having a Margin Call,"Kim, Hohyun and Kim, Kyoung Tae and Hanna, Sherman D.",FINANCE RESEARCH LETTERS,2022,45,,10.1016/j.frl.2021.102146
WOS:000935175300009,The Influence of Social and Personal Factors in Individual Investment Decision Making,"Pa, Andiena Nindya Putri and Wiksuana, IGB. and Suartana, I. Wayan and Artini, Luh Gede Sri",QUALITY-ACCESS TO SUCCESS,2022,23,80-88,10.47750/QAS/23.191.10
WOS:000600146500001,Do sociodemographic factors have influence on risk tolerance level of stock market investors? An analysis from a developing country perspective,"Muktadir-Al-Mukit, Dewan",SOUTH ASIAN JOURNAL OF BUSINESS STUDIES,2022,11,149-173,10.1108/SAJBS-11-2019-0193
WOS:000550161600001,A model for female South African investors' financial risk tolerance,"Lawrenson, J. and Dickason-Koekemoer, Z.",COGENT ECONOMICS \& FINANCE,2020,8,,10.1080/23322039.2020.1794493
WOS:001398286100003,A taxonomy of literature reviews and experimental study of deepreinforcement learning in portfolio management,"Rezaei, Mohadese and Nezamabadi-Pour, Hossein",ARTIFICIAL INTELLIGENCE REVIEW,2025,58,,10.1007/s10462-024-11066-w
WOS:000743760000001,The importance of staying positive: The impact of emotions on attitude to risk,"Brooks, Chris and Sangiorgi, Ivan and Saraeva, Anastasiya and Hillenbrand, Carola and Money, Kevin",INTERNATIONAL JOURNAL OF FINANCE \& ECONOMICS,2023,28,3232-3261,10.1002/ijfe.2591
WOS:001490771500001,Interconnectedness of Emotions With Investment Decision-Making: A Conceptual Framework,"Verma, Shubhangi and Rao, Purnima and Burton, Bruce and Kumar, Satish",JOURNAL OF ECONOMIC SURVEYS,2026,40,116-132,10.1111/joes.12706
WOS:001444207200001,Can cryptocurrencies improve portfolio diversification? Evidence from the prospect risk perspective,"Wang, Zhan and Gao, Xiang and Gu, Jiahao",RESEARCH IN INTERNATIONAL BUSINESS AND FINANCE,2025,76,,10.1016/j.ribaf.2025.102828
WOS:001565256700001,Assessing risk and loss aversion: COVID-19 and investor behavior in the Polish stock market,"Lukowski, Michal and Sliwinski, Pawel and Gemra, Kamil and Maruszewski, Janusz",CENTRAL EUROPEAN MANAGEMENT JOURNAL,2025,,,10.1108/CEMJ-02-2024-0047
WOS:001229868400001,"Financial awareness, risk aversion and portfolio choice","Chhatwani, Malvika",APPLIED ECONOMICS,2025,57,4279-4294,10.1080/00036846.2024.2356896
WOS:000775262400001,Examining Risk Absorption Capacity as a Mediating Factor in the Relationship between Cognition and Neuroplasticity in Investors in Investment Decision Making,"Behera, Yadav Devi Prasad and Nanda, Sudhansu Sekhar and Sharma, Shibani and Sahoo, Tushar Ranjan",INTERNATIONAL JOURNAL OF FINANCIAL STUDIES,2022,10,,10.3390/ijfs10010021
WOS:000986421700001,Investor sentiment and the risk-return relation: A two-in-one approach,"Duxbury, Darren and Wang, Wenzhao",EUROPEAN FINANCIAL MANAGEMENT,2024,30,496-543,10.1111/eufm.12427
WOS:000599969000001,Overconfidence heuristic-driven bias in investment decision-making and performance: mediating effects of risk perception and moderating effects of financial literacy,"Ahmad, Maqsood and Shah, Syed Zulfiqar Ali",JOURNAL OF ECONOMIC AND ADMINISTRATIVE SCIENCES,2022,38,60-90,10.1108/JEAS-07-2020-0116
WOS:001700809400001,Portfolio Construction Under Behavioral Distortions and Narrow Framing: A Machine Learning Approach,"Tsomidis, Georgios",MATHEMATICS,2026,14,,10.3390/math14040607
WOS:001572620800001,Robo Advising and Investor Profiling,"Gaspar, Raquel M. and Oliveira, Madalena",FINTECH,2024,3,102-115,10.3390/fintech3010007
WOS:001343460800003,THE CAUSALITY RELATIONSHIP BETWEEN CREDIT DEFAULT SWAPS (CDS) AND PORTFOLIO INVESTMENTS: THE CASE OF TÜRKİYE,"Kucukosman, Asiye and Uzun, Sumeyye",EKONOMI POLITIKA \& FINANS ARASTIRMALARI DERGISI,2024,9,462-483,10.30784/epfad.1535924
WOS:001059229800082,Multi-period portfolio optimization based on credibilistic lower and upper VaR ratios,"Jin, Xiu and Li, He and Hou, Yuting",JOURNAL OF INTELLIGENT \& FUZZY SYSTEMS,2023,45,4825-4845,10.3233/JIFS-224517
WOS:001036277800001,Behavioral finance factors and investment decisions: A mediating role of risk perception,"Almansour, Bashar Yaser and Elkrghli, Sabri and Almansour, Ammar Yaser",COGENT ECONOMICS \& FINANCE,2023,11,,10.1080/23322039.2023.2239032
WOS:001195533100001,A century of asset allocation crash risk,"Samonov, Mikhail and Sorokina, Nonna",JOURNAL OF ASSET MANAGEMENT,2024,25,383-406,10.1057/s41260-024-00355-2
WOS:001743958200001,"Behavioral personae, narrow framing, and stochastic dominance in the cryptocurrency market","Arvanitis, Stelios and Topaloglou, Nikolas and Tsomidis, Georgios",ANNALS OF OPERATIONS RESEARCH,2026,,,10.1007/s10479-026-07135-8
WOS:000795187300002,Paralyzed by shock: the portfolio formation behavior of peer-to-business lending investors,"Dorfleitner, Gregor and Hornuf, Lars and Weber, Martina",REVIEW OF MANAGERIAL SCIENCE,2023,17,1037-1073,10.1007/s11846-022-00544-6
WOS:000932069200001,Stock profiling using time-frequency-varying systematic risk measure,"Mestre, Roman",FINANCIAL INNOVATION,2023,9,,10.1186/s40854-023-00457-7
WOS:001214379600001,Framing effect and disposition effect: investment decisions tools to understand bounded rationality,"Kiky, Andreas and Atahau, Apriani Dorkas Rambu and Mahastanti, Linda Ariany and Supatmi, Supatmi",REVIEW OF BEHAVIORAL FINANCE,2024,16,883-903,10.1108/RBF-11-2023-0311
WOS:001070639700001,The Behavioural Pattern of Investment in the Financial Market: A Study of the Individual Investors,"Dar, Bakir Illahi and Kumar, Jatinder",GLOBAL BUSINESS REVIEW,2023,,,10.1177/09721509231192229
WOS:000633780800001,The Compounding Effect of Investors' Cognition and Risk Absorption Potential on Enhancing the Level of Interest towards Investment in the Domestic Capital Market,"Behera, Yadav Devi Prasad and Nanda, Sudhansu Sekhar and Sahoo, Saroj Kumar and Sahoo, Tushar Ranjan",JOURNAL OF RISK AND FINANCIAL MANAGEMENT,2021,14,,10.3390/jrfm14030095
WOS:000566764000002,Scoring models for roboadvisory platforms: a network approach,"Giudici, Paolo and Polinesi, Gloria",JOURNAL OF NETWORK THEORY IN FINANCE,2019,5,1-15,10.21314/JNTF.2019.053
WOS:000656885900004,Institutional investor heterogeneity and market price dynamics: Evidence from investment horizon and portfolio concentration,"Kim, Donghan and Kim, Hyun-Dong and Joe, Denis Yongmin and Oh, Ji Yeol Jimmy",JOURNAL OF FINANCIAL MARKETS,2021,54,,10.1016/j.finmar.2020.100604
WOS:001693289200016,Behaviorally informed deep reinforcement learning for portfolio optimization with loss aversion and overconfidence,"Charkhestani, Atefe and Esfahanipour, Akbar",SCIENTIFIC REPORTS,2026,16,,10.1038/s41598-026-35902-x
WOS:001755759700001,"Decoding investor behavior in the age of financial AI: integrating cognitive, emotional, and social drivers of adoption and resistance in India","Tiwari, Chandan Kumar and Bhat, Mohd Abass and Gupta, Kanishka and Gaur, Dolly and Alkhwaldi, Abeer F. and Pal, Abhinav",INFORMATION DISCOVERY AND DELIVERY,2026,,,10.1108/IDD-10-2025-0255
WOS:001286220700001,Portfolio management with the help of AI: What drives retail Indian investors to robo-advisors?,"Banerjee, Sougata",ELECTRONIC JOURNAL OF INFORMATION SYSTEMS IN DEVELOPING COUNTRIES,2025,91,,10.1002/isd2.12346
WOS:001308186300001,Portfolio choice with narrow framing and loss aversion: a simplified approach,"Grant, Andrew and Kwon, Oh Kang and Satchell, Stephen",EUROPEAN JOURNAL OF FINANCE,2025,31,451-476,10.1080/1351847X.2024.2388776
WOS:000930091800001,Investor attention and the use of leverage,"Davydov, Denis and Peltomaki, Jarkko",FINANCIAL REVIEW,2023,58,287-313,10.1111/fire.12337
WOS:001593188200001,"The role of robo-advisors in behavioural finance, shaping investment decisions","Kulkarni, Mugdha Shailendra and Patil, Kanchan Pranay and Pramod, Dhanya",COGENT ECONOMICS \& FINANCE,2025,13,,10.1080/23322039.2025.2571403
WOS:001573801500001,Research marking and yield in behavioural finance literature review: observations from bibliometric analysis using R,"Kalappa, Bharath and Upadhyay, Deepika",JOURNAL OF ECONOMIC AND ADMINISTRATIVE SCIENCES,2025,,,10.1108/JEAS-09-2024-0334
WOS:001303365900001,"All are interesting to invest, I fear of missing out (FOMO): a comparative study among self-employed and salaried investors","Kumar, Jitender and Rani, Manju and Rani, Garima and Rani, Vinki",JOURNAL OF FINANCIAL REGULATION AND COMPLIANCE,2024,32,646-664,10.1108/JFRC-01-2024-0010
WOS:001410206000017,BIAS IN SME INVESTMENT DECISIONS: A CROSS-COUNTRY STUDY,"Rafinda, A. and Suroso, A. and Purwaningtyas, P. and Mubaroq, A. C.",POLISH JOURNAL OF MANAGEMENT STUDIES,2024,30,289-303,10.17512/pjms.2024.30.1.17
WOS:001252520000015,Biases in Capital Market Instrument Investing Decisions: A Study from India,"Agarwal, Sakshi and Singh, Saurabh",AUSTRALASIAN ACCOUNTING BUSINESS AND FINANCE JOURNAL,2024,18,307-330,
WOS:001095133600007,Relative Growth Rate Optimization Under Behavioral Criterion\textbackslash{}ast,"Peng, Jing and Wei, Pengyu and Xu, Zuo Quan",SIAM JOURNAL ON FINANCIAL MATHEMATICS,2023,14,1140-1174,10.1137/22M1496943
WOS:000592672100001,Development and validation of behavioral biases scale: a SEM approach,"Ritika and Kishor, Nawal",REVIEW OF BEHAVIORAL FINANCE,2022,14,237-259,10.1108/RBF-05-2020-0087
WOS:000749532400001,Humanoid psychological sentiments and enigma of investment,"Chishti, Mazhar Farid and Bashir, Rizwana and Mancinelli, Tanja and Hussain, Rana Tanveer",JOURNAL OF ECONOMIC AND ADMINISTRATIVE SCIENCES,2023,39,1260-1276,10.1108/JEAS-05-2021-0100
WOS:001771222300001,"Political conservatism and investor risk tolerance: implications for suitability, profiling, and segmentation","de Souza, Miriam Lipinsky and da Silva, Wesley Vieira and da Veiga, Claudimar Pereira and Pinto, Ibsen Mateus Bittencourt Santana and de Lima, Marcos Vinicius Andrade",JOURNAL OF FINANCIAL SERVICES MARKETING,2026,31,,10.1057/s41264-026-00368-5
WOS:001134576100001,The Analysis Level of Optimism that Influence Investor's Risk Tolerance in Asset Allocation,"Abidin, Siti Nazifah Zainol and Jaaman, Saiful Hafizah and Abu Bakar, Ahmad Syafadhli",SAINS MALAYSIANA,2023,52,2999-3011,10.17576/jsm-2023-5210-20
WOS:001379292000001,Does Risk Tolerance Mediates the Relationship Between Financial Literacy and Financial Wellbeing During COVID-19: Empirical Evidence From an Emerging Economy,"Naveed, Muhammad and Ali, Shoaib",SAGE OPEN,2024,14,,10.1177/21582440241297065
WOS:001204713900001,"Unveiling investment behavior: through emotional intelligence, social stigma, financial literacy and risk tolerance","Sharma, Pooja Chaturvedi",INTERNATIONAL JOURNAL OF SOCIAL ECONOMICS,2025,52,16-32,10.1108/IJSE-08-2023-0626
WOS:000763531800001,Influence of bull and bear market phase on financial risk tolerance of urban individual investors in an emerging economy,"Arora, Neha and Mishra, Brijesh K.",REVIEW OF BEHAVIORAL FINANCE,2023,15,570-591,10.1108/RBF-05-2021-0087
WOS:001641909600001,Mutual fund investment in Nepal and its dual analysis of economic impact and investor behavior,"Upadhyaya, Yadav Mani and Ghimire, Shiva Raj and Kharel, Khom Raj",DISCOVER SUSTAINABILITY,2025,6,,10.1007/s43621-025-02243-0
WOS:001558504800001,Overconfidence and Investment Loss Tolerance: A Large-Scale Survey Analysis of Japanese Investors,"Nabeshima, Honoka and Khan, Mostafa Saidur Rahim and Kadoya, Yoshihiko",RISKS,2025,13,,10.3390/risks13080142
WOS:000462465800049,Personality traits and investor profile analysis: A behavioral finance study,"De Bortoli, Daiane and da Costa, Jr., Newton and Goulart, Marco and Campara, Jssica",PLOS ONE,2019,14,,10.1371/journal.pone.0214062
WOS:001732279100001,"Two financial worlds and the bridge between them: profiling crypto, traditional, and dual investors","Lara-Bueno, Paula and Tercero-Lucas, David",JOURNAL OF INTERNATIONAL FINANCIAL MARKETS INSTITUTIONS \& MONEY,2026,109,,10.1016/j.intfin.2026.102326
WOS:001701373300001,How Framing Susceptibility Is Associated with Investment Grip: Evidence from Japanese Retail Investors,"Otchere-Appiah, Gideon and Kuramoto, Yu and Bawalle, Aliyu Ali and Kadoya, Yoshihiko",RISKS,2026,14,,10.3390/risks14020040
WOS:000622704500001,Know Your Clients' Behaviours: A Cluster Analysis of Financial Transactions,"Thompson, John R. J. and Feng, Longlong and Reesor, R. Mark and Grace, Chuck",JOURNAL OF RISK AND FINANCIAL MANAGEMENT,2021,14,,10.3390/jrfm14020050
WOS:000528835800021,The financial advice puzzle: The role of consumer heterogeneity in the advisor choice,"Amaral, Christopher and Kolsarici, Ceren",JOURNAL OF RETAILING AND CONSUMER SERVICES,2020,54,,10.1016/j.jretconser.2019.102014
WOS:001583700400001,"Investor sentiment, financing constraints, and corporate risk-taking: Mechanisms and heterogeneity analysis","Zhao, Cui-Xia and Li, Yan and Wang, Hao-Kui",INTERNATIONAL REVIEW OF FINANCIAL ANALYSIS,2025,107,,10.1016/j.irfa.2025.104629
WOS:001707128100001,The Neuroscience of Risk Perception in Financial Markets: How Climate Policy Uncertainty Affects Investor Cognition in India and the USA,"Agrawal, Pravin Kumar and Kumar, Mohit and Kushwaha, Vibha and Goenka, Shubham and Agrawal, Supriya and Rana, Gagan",ANNALS OF NEUROSCIENCES,2025,,,10.1177/09727531251364683
WOS:001207195800020,Stochastic portfolio optimization: A regret-based approach on volatility risk measures: An empirical evidence from The New York stock market,"Larni-Fooeik, AmirMohammad and Sadjadi, Seyed Jafar and Mohammadi, Emran",PLOS ONE,2024,19,,10.1371/journal.pone.0299699
WOS:001086728500001,Unpacking the drivers of earnings management in CSR firms: influence of investor risk perception,"Bansal, Manish",INTERNATIONAL JOURNAL OF DISCLOSURE AND GOVERNANCE,2024,21,127-142,10.1057/s41310-023-00201-8
WOS:001556521800001,Practice Briefing: Understanding investor archetypes in real estate,"Wiegelmann, Thomas and Schwab, William H.",JOURNAL OF PROPERTY INVESTMENT \& FINANCE,2025,43,672-687,10.1108/JPIF-06-2025-0080
WOS:001425985300001,Early-Life Famine Experience and Households' Diversity of Financial Asset Portfolio: Evidence From China,"Xu, Shulin and Yang, Zhen",SOCIAL SCIENCE QUARTERLY,2025,106,,10.1111/ssqu.13493
WOS:001140985100001,Investor Regret and Stock Returns,"Arisoy, Y. Eser and Bali, Turan G. and Tang, Yi",MANAGEMENT SCIENCE,2024,70,,10.1287/mnsc.2022.03389
WOS:000534353900007,"Investor ambiguity, systemic banking risk and economic activity: The case of too-big-to-fail","Driouchi, Tarik and So, Raymond H. Y. and Trigeorgis, Lenos",JOURNAL OF CORPORATE FINANCE,2020,62,,10.1016/j.jcorpfin.2019.101549
WOS:001772137600001,Behavioral portfolio decisions in a GARCH world,"Ehler, Nando and Escobar-Anel, Marcos and Stentoft, Lars and Zagst, Rudi",FINANCIAL INNOVATION,2026,12,,10.1186/s40854-026-00930-z
WOS:000534353900022,Does operating risk affect portfolio risk? Evidence from insurers' securities holding,"Chen, Xuanjuan and Sun, Zhenzhen and Yao, Tong and Yu, Tong",JOURNAL OF CORPORATE FINANCE,2020,62,,10.1016/j.jcorpfin.2020.101579
WOS:000533741800001,Impact of investor sentiment on mutual fund risk taking and performance: evidence from China,"Wang, Jian and Wang, Xiaoting and Yang, Jun and Zhuang, Xintian",ENTERPRISE INFORMATION SYSTEMS,2020,14,833-857,10.1080/17517575.2020.1758795
WOS:001258296500001,Safe haven properties of industrial stocks against ESG in the United States: Portfolio implication for sustainable investments,"Imran, Zulfiqar Ali and Ahad, Muhammad and Shahzad, Khurram and Ahmad, Mobeen and Hameed, Imran",ENERGY ECONOMICS,2024,136,,10.1016/j.eneco.2024.107712
WOS:001607494100001,Mechanisms Underlying US-China Tensions and Stock Price Crash Risk: Evidence from China,"Wang, Jying-Nan and Liu, Hung-Chun and Hsu, Yuan-Teng",JOURNAL OF BEHAVIORAL FINANCE,2025,,,10.1080/15427560.2025.2574987
WOS:001656130400005,Community Bonds and Canada's Foundations: Rethinking Risk and Financial Outcomes,"Quenneville, Rheann and Hebb, Tessa",CANADIAN JOURNAL OF NONPROFIT AND SOCIAL ECONOMY RESEARCH,2025,16,76-104,10.29173/cjnser818
WOS:001661013500001,How you measure transition risk matters: comparing and evaluating climate transition risk metrics,"Fliegel, Philip",JOURNAL OF CORPORATE FINANCE,2026,98,,10.1016/j.jcorpfin.2025.102939
WOS:001762292900001,Machine learning for risk profiling: An analysis of pension fund participants,"Goncu, Ahmet and Kuzubas, Tolga U. and Saltoglu, Burak",BORSA ISTANBUL REVIEW,2026,26,,10.1016/j.bir.2026.100800
WOS:001822057500013,RISK PERCEPTION UNDER UNCERTAINTY: A BEHAVIORAL ANALYSIS OF SAFE-HAVEN ASSET RETURN RESPONSES,"Saldanli, Arif and Medetoglu, Batuhan and Gunay, Fatih and Kavas, Yusuf Bahadir",EKONOMI POLITIKA \& FINANS ARASTIRMALARI DERGISI-JOURNAL OF RESEARCH IN ECONOMICS POLITICS \& FINANCE,2026,11,671-693,10.30784/epfad.1934878
WOS:001782663100001,Transformer-Based Time Series Forecasting for Credit Limit Utilization and Risk Profiling in Retail Lending,"Danchuk, Viktor and Linskyi, Oleksandr",APPLIED ARTIFICIAL INTELLIGENCE,2026,40,,10.1080/08839514.2026.2676392
WOS:001301379800001,Behavioral risk profiling: Measuring loss aversion of individual investors,"van Dolder, Dennie and Vandenbroucke, Jurgen",JOURNAL OF BANKING \& FINANCE,2024,168,,10.1016/j.jbankfin.2024.107293
WOS:001048868100003,A multi-period fuzzy portfolio optimization model with investors' loss aversion,"Yang, Xingyu and Chen, Jingui and Liu, Weilong and Zhao, Xuejin",SOFT COMPUTING,2023,27,18829-18842,10.1007/s00500-023-09030-x
WOS:001272748300001,Risk Perception as a Predictor of Heuristic Biases: The Role of Sex and Age,"Kathpal, Shashank and Akhtar, Asif and Chishty, Syed Khusro and Rafiq, Farrukh",ASIA-PACIFIC FINANCIAL MARKETS,2025,32,1077-1098,10.1007/s10690-024-09481-8
WOS:001222627800001,The Importance of Risk Preference Parameters in Prospect Theory: Evidence from Mutual Fund Flows,"Artavanis, Nikolaos and Eksi, Asli",JOURNAL OF BEHAVIORAL FINANCE,2025,26,465-484,10.1080/15427560.2024.2348558
WOS:000846667700001,Understanding Impact Investment Intention Using the Extended Theory of Planned Behaviour,"Rathee, Prerna and Aggarwal, Shalini",GLOBAL BUSINESS REVIEW,2026,27,631-649,10.1177/09721509221115001
