title,authors,source_journal,year,doi,doi_status,doi_match_ratio,origin,scopusUrl,wos_id,abstract,abstract_source,doi_native_scopus,doi_agreement,cribado_decision_ia,cribado_criterio,cribado_motivo,cribado_decision_final,cribado_resolucion
Investor Behavior and Renewable Energy Project Financing: Behavioral and Institutional Insights from Morocco,"Zoumak K., Angade K.","Lecture Notes in Networks and Systems, 1878 LNNS",2026,10.1007/978-3-032-19760-3_48,VERIFIED,1.0,Scopus only,https://scopus.unalproxy.elogim.com/pages/publications/105038100560?origin=resultslist,,"This study investigates behavioral, informational, and institutional determinants of private investment in Moroccan renewable energy projects. Grounded in Behavioral Finance Theory, the Theory of Planned Behavior and the Sustainable Finance Paradigm, we propose a conceptual model linking green awareness, risk perception, perceived returns, regulatory trust, and information disclosure to investment intention and actual investing behavior, with institutional mechanisms (green financial products and government incentives) as moderators. A sequential exploratory mixed-method design is employed: semi-structured interviews with 15 investors, banking representatives, and policy analysts followed by surveys of 120 institutional and private investors to test the model quantitatively using structural equation modeling. Results indicate that environmental awareness and policy confidence have a positive impact on investment intentions, whereas perceived financial and policy risks are inhibitors. Furthermore, green financial instrument availability and targeted incentives are expected to moderate the intention-to-investment translation. The study contributes theoretically by applying behavioral finance to emerging-market green investment contexts and practically by informing the design of policy and financial instruments to accelerate renewable energy financing in Morocco.",SCOPUS_UI,10.1007/978-3-032-19760-3_48,MATCH,UNCERTAIN,AMBIGUO,Mezcla percepción de riesgo conductual con financiamiento de proyectos de energía renovable y población mixta institucional/privada sin distinguir claramente activos financieros de proyectos físicos.,EXCLUDE,"Excluido por decision explicita del autor de la tesis (2026-08-16): ante la duda sobre ajuste con los criterios de poblacion/constructo/activo, se opta por excluir por precaucion. Registro identificado queda disponible para reconsideracion en fases posteriores si se requiere."
Gender and the Brain on Finance: Are Men and Women Wired for Different Risks?,Kashyap S.,Intersecting AI Neurofinance and Behavioral Finance for Decision Making,2026,,NOT_FOUND,0.585,Scopus only,https://scopus.unalproxy.elogim.com/pages/publications/105040882283?origin=resultslist,,"This chapter discusses the neurofinance perspective on gendered financialbehaviors, including the biological, hormonal, cognitive, and sociocultural factors underlying decisions. It tries to understand the brain mechanisms in gender-related risk perception John from the amygdala, the prefrontal cortex, to testosterone and cortisol, and oxytocin, among others. The writer, using behavioral finance theories, neurosciences, and gender theory, goes against the stereotypical conjectures that males and female investors are different, arguing that the stereotype itself rests on false claims while proposing the application of theory to cases, empirical literature, and financial facts. Going beyond the binary perspective, the chapter will try to develop an inclusive evidence-based approach to address financial literacy, policies, and advisory practices. Therefore, this chapter aims toward genuine financial empowerment through a highly sophisticated financial system that resonates with the many perspectives individuals bring to risk and financial decision-making.",SCOPUS_UI,10.4018/979-8-3373-1494-5.ch001,NO_DOI,INCLUDE,"I1,I2,I3,I4",Capítulo teórico sobre percepción de riesgo y diferencias de género en la toma de decisiones financieras de los inversionistas.,INCLUDE,
FROM NEWS TO CHARTS: RETHINKING MARKET PREDICTION WITH MULTIMODAL AI | OD VIJESTI DO GRAFIKONA: PONOVNO PROMIŠLJANJE PREDVIĐANJA TRŽIŠTA S MULTIMODALNOM UMJETNOM INTELIGENCIJOM,"Guo H., Polak P.","Management Journal of Contemporary Management Issues, 31(1)",2026,,NOT_FOUND,0.238,Scopus only,https://scopus.unalproxy.elogim.com/pages/publications/105045362766?origin=resultslist,,"In the age of data-driven finance, the proliferation of multimodal information—ranging from news articles to technical charts—has challenged the adequacy of traditional unimodal predictive models. This study introduces a novel multimodal AI framework that integrates textual and visual signals to forecast financial market movements. Grounded in behavioral finance theory, the model combines transformer-based language encoders and CNN-based image processors through attention-guided fusion, allowing it to simulate how investors cognitively process and react to complex information environments. A case study of the 2023 Silicon Valley Bank collapse demonstrates the model’s superior predictive performance and its ability to identify predictive patterns that are behaviorally interpretable and consistent with established cognitive bias theories, such as loss-aversion-type asymmetry and herding-like clustering. The paper also critically examines the ethical and regulatory implications of deploying such systems, emphasizing the need for explainability, behavioral neutrality, and inclusive oversight. By bridging algorithmic forecasting with social cognition, this research rethinks the role of AI in shaping financial knowledge and behavior.",SCOPUS_UI,10.30924/mjcmi.31.1.6,NO_DOI,EXCLUDE,E6,"El aporte sustantivo es un modelo de IA multimodal para predicción de mercado; los sesgos conductuales solo se mencionan como interpretación, sin evidencia propia sobre riesgo conductual del inversionista.",EXCLUDE,
"Financial Reporting, Investor Psychology and the Role of Data Governance in Equity Markets","Fitri A., Yusuf H., Izzuddin M.A.",Interdisciplinary Approaches to Data Governance AI and Digital Society,2026,10.4018/979-8-2600-2233-7.ch006,VERIFIED,1.0,Scopus only,https://scopus.unalproxy.elogim.com/pages/publications/105042215155?origin=resultslist,,"The chapter explores the interaction between financial reporting, investor psychology, and data governance in equity markets. Using a bibliometric review of Scopus-indexed publications (1998–2025) and interviews with Indonesia Stock Exchange participants, the study finds that research linking reporting and investor psychology remains limited, fragmented, and largely US-dominated. Keyword mapping highlights a focus on behavioural biases such as confirmation bias, anchoring, recency bias, loss aversion, herd behaviour, and overconfidence, with less attention to report design and data governance. Interviews reveal distinct profiles and decision processes between traders and investors. The chapter argues that strong data governance, ensuring data quality, integrity, accessibility, and ethical use, is essential for financial reports to support credible decision-making and highlights opportunities for interdisciplinary research across accounting, behavioural finance, and governance.",SCOPUS_UI,10.4018/979-8-2600-2233-7.ch006,MATCH,INCLUDE,"I1,I2,I3,I4","Examina sesgos conductuales (anclaje, aversión a la pérdida, manada, exceso de confianza) de inversionistas en mercados accionarios y su relación con la información financiera.",INCLUDE,
Financing green innovation startups: a systematic literature review on early-stage SME funding,"Mukherjee A., Owen R., Scott J.M., Lyon F.","Venture Capital, 28(2-3)",2026,10.1080/13691066.2024.2410730,VERIFIED,1.0,Scopus only,https://scopus.unalproxy.elogim.com/pages/publications/85205600266?origin=resultslist,,"This paper investigates the critical issue of financing early-stage green startups, examining the types of investors and finance models available, the challenges these startups face, and how the green finance ecosystem can better support early-stage investment. Utilizing a systematic literature review (SLR) methodology, we provide a comprehensive analysis of the current landscape. Our findings reveal a significant paucity of data and a bias towards well-established North American and European ecosystems, while highlighting an emerging diversity in private finance sources post-Global financial crisis (GFC), including grants, equity, and crowdfunding. Despite this, there remains a heavy reliance on public funding and a lack of evidence regarding its impact. The inherent characteristics of cleantech–high capital expenditure, long investment horizons, and disruptive nature–necessitate innovative public financing instruments and policies to reduce risk and attract private investment. Our theoretical contribution highlights the necessity for interdisciplinary research and policy collaboration to develop a holistic entrepreneurial finance (entfin) ecosystem. This approach should integrate quantitative economic and qualitative behavioural finance research to address information asymmetries and improve the green economy policy mix. Such a framework will support public-private co-financing, enhance stakeholder engagement, and provide evidence for policy decisions, facilitating more rapid commercialization of cleantech innovations for environmental sustainability.",SCOPUS_UI,10.1080/13691066.2024.2410730,MATCH,EXCLUDE,E4,"Se centra en el ecosistema de financiamiento de capital de riesgo/institucional a startups, sin ángulo de riesgo conductual del inversionista individual.",EXCLUDE,
Agent-Based Simulation of a Financial Market with Large Language Models,"Hashimoto R., Takayanagi T., Suzuki M., Izumi K.","Lecture Notes in Computer Science, 16366 LNAI",2026,10.1007/978-3-032-13562-9_2,VERIFIED,1.0,Scopus only,https://scopus.unalproxy.elogim.com/pages/publications/105025348767?origin=resultslist,,"In real-world stock markets, certain chart patterns—such as price declines near historical highs—cannot be fully explained by fundamentals alone. These anomalies suggest path dependence in price formation, where investor decisions are shaped not only by current market conditions but also by preceding price trajectories. In behavioral finance, such path dependence has been attributed to loss aversion, anchored to personal reference points like purchase prices or past peaks. However, incorporating these subtle behavioral biases into traditional agent-based market simulations has been challenging. To address this, we propose the Fundamental-Chartist-LLM-Agent (FCLAgent), which leverages large language models (LLMs) to emulate human-like trading decisions. In this framework, LLMs determine buy/sell intentions based on individual contexts, while order price and volume are generated by standard rule-based mechanisms. Simulation results demonstrate that FCLAgents successfully reproduce path-dependent patterns that conventional agents fail to capture.",SCOPUS_UI,10.1007/978-3-032-13562-9_2,MATCH,INCLUDE,"I1,I2,I3,I4",Utiliza la aversión a la pérdida y el anclaje a precios de referencia como mecanismo conductual central para explicar la dependencia de trayectoria en decisiones de inversión.,INCLUDE,
"Decoding investor behavior in the age of financial AI: integrating cognitive, emotional, and social drivers of adoption and resistance in India","Tiwari, Chandan Kumar and Bhat, Mohd Abass and Gupta, Kanishka and Gaur, Dolly and Alkhwaldi, Abeer F. and Pal, Abhinav",INFORMATION DISCOVERY AND DELIVERY,2026,10.1108/IDD-10-2025-0255,FROM_WOS,1.0,Scopus + WoS,https://scopus.unalproxy.elogim.com/pages/publications/105040536461?origin=resultslist,WOS:001755759700001,"Purpose – This study aims to decode investor behavior in the era of financial artificial intelligence (AI) by examining the cognitive, emotional and social drivers influencing AI adoption and resistance in portfolio management. Design/methodology/approach – Drawing upon the AI decision use acceptance framework, this study uses structural equation modeling to analyze survey data from AI-adopting investors. The model tests the sequential pathway from cognition to emotion to behavioral intention, integrating constructs such as social influence, hedonic motivation, anthropomorphism, performance expectancy, effort expectancy and emotional engagement. Findings – Results reveal that social influence, hedonic motivation and anthropomorphism significantly enhance performance and effort expectancy. Social endorsement improves perceptions of AI accuracy and ease of use; enjoyment in interaction strengthens perceived benefits and reduces complexity concerns; and anthropomorphic features foster trust and intuitive engagement. Positive cognitive evaluations trigger emotions such as satisfaction, hope and confidence, which, in turn, strengthen willingness to use AI and diminish resistance rooted in human preference or perceived empathy gaps. Mediation analysis indicates that emotions play a dominant role in behavioral outcomes, preceding cognition in influencing adoption. Practical implications – The findings provide actionable insights for financial institutions and AI developers on how to design emotionally intelligent, socially endorsed and user-friendly AI systems that foster long-term investor trust and sustained adoption. Originality/value – To the best of the authors’ knowledge, this study offers one of the first integrative examinations of cognitive–emotional–social mechanisms shaping investor trust in AI. It bridges the gap between technology adoption theory and behavioral finance by highlighting emotion’s primacy in AI decision acceptance.",SCOPUS_UI,10.1108/IDD-10-2025-0255,MATCH,EXCLUDE,E6,"El foco es la adopción tecnológica de IA por parte de inversionistas (aceptación/resistencia), no un constructo de riesgo conductual de la decisión de inversión.",EXCLUDE,"Validacion por muestreo (2026-08-16): segunda pasada IA independiente (ciega) decidio 'UNCERTAIN' (discrepancia con la clasificacion original 'EXCLUDE'). Motivo de la segunda pasada: Estudia drivers cognitivos, emocionales y sociales de adopción/resistencia a IA en gestión de portafolios, pero no queda claro si el foco principal es la aceptación tecnológica o el riesgo conductual del inversionista. Resuelto EXCLUDE aplicando la misma regla de precaucion del autor (ante desacuerdo/duda entre revisores, excluir)."
Crypto Investment Trends in the Digital Age: The Impact of Online Information on Risk Perception,"Raju J.K., Soujanya L.","Oida International Journal of Sustainable Development, 19(3)",2026,10.64211/oidaijsd190302,VERIFIED,1.0,Scopus only,https://scopus.unalproxy.elogim.com/pages/publications/105040791771?origin=resultslist,,"The emergence of cryptocurrencies has revolutionised the global financial landscape, providing a decentralised alternative to traditional investment instruments. With this rise, online information, particularly from social media platforms, has become a powerful influence on investor behaviour, especially in how risk is perceived and managed. This study examines the influence of online information on cryptocurrency risk perception and adoption, with a focus on the mediating roles of financial literacy, perceived value, and perceived risk. The research further examines how demographic factors such as age, gender, education, and income influence these dynamics. Employing a quantitative research design, the study draws on data collected through a structured online survey distributed via Google Forms between April and May 2025. The survey was administered to 200 active users of cryptocurrency-focused Telegram groups, selected using purposive and snowball sampling methods. Telegram was chosen as the primary platform due to its unrestricted communication features and strong presence among retail crypto investors. The survey instrument was divided into three key sections: demographic details, a financial literacy scale, and validated measures for perceived risk, perceived value, and cryptocurrency adoption. Data were analysed using Structural Equation Modelling with Partial Least Squares (SEM-PLS). The findings reveal that financial literacy significantly reduces perceived risk and enhances perceived value, both of which strongly influence an individual's intention to adopt cryptocurrencies. Perceived risk acts as a critical barrier, while perceived value serves as a powerful motivator. Intention, in turn, is the most significant predictor of actual adoption. Additionally, linear regression analysis confirms that demographic factors, particularly education and income, have a significant impact on adoption behaviour. From a managerial perspective, the study underscores the importance of targeted investor education and transparent digital communication. Financial institutions and fintech platforms should prioritize building trust and reducing complexity by addressing misinformation prevalent on social media channels. For regulators, the findings call for policies aimed at improving digital financial literacy and establishing safeguards against misleading online content. The study contributes to theoretical advancements in behavioural finance by embedding cognitive constructs, such as perceived value and risk, within a framework of online information exposure. It aligns with models like the Theory of Planned Behaviour and UTAUT, emphasising intention as a key mediator of technology adoption. Finally, the study suggests future research directions, including longitudinal studies, qualitative methods, and cross-cultural analyses to further explore the evolving relationship between online information, risk perception, and cryptocurrency adoption.",SCOPUS_UI,10.64211/oidaijsd190302,MATCH,INCLUDE,"I1,I2,I3,I4",Analiza percepción de riesgo y alfabetización financiera de inversionistas minoristas de criptoactivos influidos por información en línea.,INCLUDE,
COVID-19 pandemic and analysts’ stock recommendation: an empirical analysis of citywide static management in Shanghai,"Jia, Shaoqing and Zhou, Yixun and Liu, Dongxin and Zhou, Fangzhao",REVIEW OF QUANTITATIVE FINANCE AND ACCOUNTING,2026,10.1007/s11156-026-01496-8,FROM_WOS,1.0,Scopus + WoS,https://scopus.unalproxy.elogim.com/pages/publications/105030152625?origin=resultslist,WOS:001688508800001,"In the first half of the year 2022, the worldwide pandemic COVID-19 finally invaded the city of Shanghai, a global finance hub in eastern China. To prevent the spread of the virus, Shanghai government enforced citywide static management, putting great pressure on companies’ daily operations and supply chains. Such a stringent epidemic prevention policy offers an excellent opportunity to extend the existing research on the association between investor sentiment and catastrophic experiences by analyzing how a serious public health emergency affects other market participants, specifically, the analysts. Applying the Difference-in-Difference method, we successfully document the causality between analysts’ stock recommendation ratings and their workplace location during the epidemic, that is, analysts residing in Shanghai tended to issue pessimistic forecasts, probably influenced by their emotional state. Furthermore, our empirical results indicate that the pandemic affects analyst sentiment via mechanisms of both limited attention and risk perception. The research contributes to the field of behavioral finance by elucidating how an exogenous shock such as a public health emergency impacts the financial market participants, providing valuable insights for both academic research and industry practice.",SCOPUS_UI,10.1007/s11156-026-01496-8,MATCH,EXCLUDE,I1,"La población son analistas financieros que emiten recomendaciones, no inversionistas individuales tomando decisiones de inversión propias.",EXCLUDE,
"Navigating crypto markets: financial literacy, behavior and information channels","Ruiz, Juan Rafael",INTERNATIONAL JOURNAL OF BANK MARKETING,2026,10.1108/IJBM-04-2025-0285,FROM_WOS,1.0,Scopus + WoS,https://scopus.unalproxy.elogim.com/pages/publications/105041087530?origin=resultslist,WOS:001721418000001,"Purpose – This study explores the socioeconomic and financial characteristics that distinguish individuals who own Bitcoin from those who do not in Spain. It aims to understand the profile of cryptocurrency adopters and identify the factors that influence the likelihood of Bitcoin ownership. Design/methodology/approach – Using data from the 2021 Financial Competences Survey conducted by the Bank of Spain, the study applies logistic regression models to determine the probability of Bitcoin ownership based on variables such as age, gender, education, income, financial knowledge and digital behavior. Findings – The study concludes that the most influential factors in cryptocurrency investment are being a young male and relying on friends and family for financial information. Additionally, we found that crypto investors tend to have high financial knowledge, which is often accompanied by overconfidence. In terms of information sources, investors influenced by specialized websites and magazines are more likely to invest, while those who seek professional financial advice tend to avoid cryptocurrencies. High risk tolerance and overconfidence also are predictors of investment, while greater financial satisfaction and lack of time to monitor finances reduce the likelihood of investing. Originality/value – This research is one of the first to examine the characteristics of cryptocurrency users in Spain using official microdata. It offers a comprehensive profile of Bitcoin holders and contributes to the understanding of investment behavior in an emerging financial landscape. The findings are valuable for policymakers, financial educators and institutions aiming to address gaps in digital and financial literacy.",SCOPUS_UI,10.1108/IJBM-04-2025-0285,MATCH,INCLUDE,"I1,I2,I3,I4","Examina tolerancia al riesgo, exceso de confianza y alfabetización financiera como determinantes de la tenencia de Bitcoin por individuos.",INCLUDE,
Market Regime Forecasting Across Horizons: When Transition Detection Matters More Than Accuracy,"Sanchez-Fernandez A., Perez H., Huerga-Perez N., Diez-Gonzalez J.","Communications in Computer and Information Science, 3046 CCIS",2026,10.1007/978-3-032-29254-4_27,VERIFIED,1.0,Scopus only,https://scopus.unalproxy.elogim.com/pages/publications/105042816397?origin=resultslist,,"Regime-based portfolio optimization requires accurate forecasts of future market states, yet the key drivers of regime forecasting performance (i.e. algorithm choice, feature engineering, and forecast horizon) remain poorly understood. This paper evaluates six market regime forecasting methodologies across four investment horizons, combining statistical, transition-specific, and economic performance criteria. Regimes are identified via Gaussian Mixture Models (GMM) fitted on a wide range of macro-financial indicators, with forecasts evaluated out-of-sample over 2020–2025. Three findings emerge. First, probabilistic clustering over GMM posterior probabilities consistently dominates hard regime assignment across all horizons and evaluation dimensions. Second, feature value is horizon-dependent: GMM-derived probabilities drive short-horizon forecasts, while macroeconomic features gain importance at monthly and quarterly horizons, as confirmed by SHAP attribution. Third, transition detection predicts economic value more reliably than classification accuracy across all horizons, with regime-based strategies outperforming buy-and-hold at daily, weekly and monthly frequencies, but underperforming at quarterly horizons.",SCOPUS_UI,10.1007/978-3-032-29254-4_27,MATCH,EXCLUDE,E6,"Es un estudio metodológico de pronóstico de regímenes de mercado con modelos estadísticos, sin constructo de riesgo conductual del inversionista.",EXCLUDE,
Dynamic q-dependent cross-correlation test for investment classification and its application on green finance,Acikgoz T.,"North American Journal of Economics and Finance, 81, 102535",2026,10.1016/j.najef.2025.102535,VERIFIED,1.0,Scopus only,https://scopus.unalproxy.elogim.com/pages/publications/105014959387?origin=resultslist,,"This study develops a novel methodological framework, the dynamic q-dependent cross-correlation (DQCC) test, to evaluate the diversification, hedging, and safe-haven properties of financial assets under conditions of fractality and nonlinear dependence. Traditional econometric approaches often fail to capture three critical aspects of financial markets: time-varying structures, heterogeneous investment horizons, and fluctuation-dependent dynamics. To address these limitations, the proposed framework integrates fractal theory and econophysics-based cross-correlation measures, enabling a simultaneous analysis of time, scale, and moment dimensions. Empirically, the model is applied to the nexus between green bonds and equity markets. Methodologically, both quantile-based and event-based specifications are employed to assess asset behavior under normal conditions and during systemic crises, including the COVID-19 pandemic, the Russia–Ukraine war, and the Hamas–Israel conflict. The results reveal strong evidence of multifractality and nonlinear dynamics across all return series, rejecting market efficiency. Green bonds are found to provide persistent diversification benefits against both advanced and emerging market equities under ordinary conditions, while their safe-haven properties emerge during extreme downturns, particularly at lower quantiles and longer horizons. Event-based results confirm the safe-haven role of green bonds during COVID-19, with more mixed evidence during geopolitical crises. No robust hedging capacity is observed. The study contributes to the literature by introducing a comprehensive testing framework for investment classification under fractal dynamics and by extending the understanding of the green bond–equity nexus across advanced and emerging markets. The findings carry significant implications for portfolio construction, risk management, and sustainable finance, and the model can be applied to other asset classes to evaluate their potential roles as diversifiers, hedges, or safe-haven.",SCOPUS_UI,10.1016/j.najef.2025.102535,MATCH,EXCLUDE,E6,Desarrolla una prueba econométrica de correlación cruzada para clasificar activos; no examina comportamiento ni riesgo conductual del inversionista.,EXCLUDE,
Climate Risk Modeling in the Digital Age: New Approaches for Financial Institutions,"Andrianov A.Y., Ivanov V.V., Nurmukhametov R.K.","Communications in Computer and Information Science, 2868 CCIS",2026,10.1007/978-981-92-0126-6_21,VERIFIED,1.0,Scopus only,https://scopus.unalproxy.elogim.com/pages/publications/105038860257?origin=resultslist,,"The accelerating realization of climate risks poses a challenge for financial institutions, requiring them to adapt their risk management systems to take into account both physical and transition risks. This paper examines the evolving role of financial technology (fintech) in assessing and managing climate risks in the financial sector. The study aims to (i) clarify the nature and classification of climate risks in a financial context, (ii) explore how fintech solutions enable the integration of climate data, scenario analysis tools and portfolio alignment into financial institutions’ risk management systems. From a methodological perspective, the paper provides a structured literature review with a focus on the interplay between climate finance and digital technologies. It identifies key barriers to effective climate risk assessment, such as data fragmentation, model uncertainty and limited comparability, and presents fintech-based innovations that address these gaps. Particular attention is paid to scenario analysis, financed emissions assessment and forward-looking portfolio diagnostics, where fintech enables more scalable, automated and data-rich approaches. This paper aims to bridge the gap between climate risk assessment frameworks and practical technology solutions. It shows how fintech is not only enabling climate risk management but also creating new opportunities for transparency, accountability and regulatory alignment. These findings are important for financial institutions, regulators and fintech developers seeking to future-proof risk management frameworks in a climate-constrained economy.",SCOPUS_UI,10.1007/978-981-92-0126-6_21,MATCH,EXCLUDE,E4,"Aborda la gestión institucional del riesgo climático por parte de instituciones financieras, sin ángulo de comportamiento del inversionista individual.",EXCLUDE,
Phenomenological Semantic Factor Method for Risk Management of Complex Systems in Drifting,"Rodionov D., Polyakov P., Konnikov E.","Big Data and Cognitive Computing, 10(1), 21",2026,10.3390/bdcc10010021,VERIFIED,1.0,Scopus only,https://scopus.unalproxy.elogim.com/pages/publications/105028478186?origin=resultslist,,"Managing risk in drifting complex systems is hindered by the weak integration of unstructured incident narratives into quantitative, decision-ready models. We present a phenomena-centric semantic factor framework that closes the data–model–decision gap by transforming free-text incident reports into transparent, traceable drivers of risk and actionable interventions. The pipeline normalizes and encodes narratives, extracts domain-invariant phenomena, couples them to risk outcomes through calibrated partial least squares factors, and applies scenario optimization to recommend portfolios of measures aligned with EAM/CMMS taxonomies. Applied to a large corpus of incident notifications, the method yields stable, interpretable phenomena, improves out-of-sample risk estimation against strong text-only baselines, and delivers prescriptive recommendations whose composition and cost–risk trade-offs remain robust under concept drift. Sensitivity and ablation analyses identify semantic factorization and PLS coupling as the principal contributors to performance and explainability. The resulting end-to-end process is traceable—from tokens through phenomena and factors to actions—supporting auditability and operational adoption in critical infrastructure. Overall, the study demonstrates that phenomenological semantic factorization combined with scenario optimization provides an effective and transferable solution for integrating incident text into the proactive risk management of complex, drifting systems.",SCOPUS_UI,10.3390/bdcc10010021,MATCH,EXCLUDE,E1,"Propone un método de gestión de riesgo para sistemas complejos e infraestructura crítica, sin relación con inversionistas ni decisiones de inversión.",EXCLUDE,
The risk quadrangle in optimization: An overview with recent results and extensions,"Grechuk B., Malandii A., Rockafellar R.T., Uryasev S.","Euro Journal on Computational Optimization, 14, 100129",2026,10.1016/j.ejco.2026.100129,VERIFIED,1.0,Scopus only,https://scopus.unalproxy.elogim.com/pages/publications/105041059055?origin=resultslist,,"This paper revisits and extends the 2013 development by Rockafellar and Uryasev of the Risk Quadrangle (RQ) as a unified scheme for integrating risk management, optimization, and statistical estimation. The RQ features four stochastic-oriented functionals — risk, deviation, regret, and error, along with an associated statistic, and articulates their revealing and in some ways surprising interrelationships and dualizations. Additions to the RQ framework that have come to light since 2013 are reviewed in a synthesis focused on both theoretical advancements and practical applications. New quadrangles — superquantile, superquantile norm, expectile, biased mean, quantile symmetric average union, and φ-divergence-based quadrangles — offer novel approaches to risk-sensitive decision-making across various fields such as machine learning, statistics, finance, and PDE-constrained optimization. The theoretical contribution comes in axioms for “subregularity” relaxing “regularity” of the quadrangle functionals, which is too restrictive for some applications. The main RQ theorems and connections are revisited and rigorously extended to this more ample framework. Examples are provided in portfolio optimization, regression, and classification, demonstrating the advantages and the role played by duality, especially in ties to robust optimization and generalized stochastic divergences.",SCOPUS_UI,10.1016/j.ejco.2026.100129,MATCH,EXCLUDE,E6,Es un desarrollo teórico de optimización estocástica y funcionales de riesgo; no trata riesgo conductual ni comportamiento de inversionistas.,EXCLUDE,
A methodology for assessing the risk resistance of regions with account of the risk complexity of companies (a case study of mining operations) | Методология оценивания рискоустойчивости регионов с учетом рискоемкости компаний (на примере горнодобывающих),"Zubov A.O., Bardulin E.N., Mazhazhikhov A.A., Shapiro N.A., Yakovleva A.V.","Gornaya Promyshlennost, 2026(1)",2026,10.30686/1609-9192-2026-1-49-54,VERIFIED,1.0,Scopus only,https://scopus.unalproxy.elogim.com/pages/publications/105032459775?origin=resultslist,,"INTRODUCTION. In the context of increasing instability in the global and national economies, traditional approaches to assessing the resilience of regions based on the analysis of macroeconomic aggregates are demonstrating their limitations. They fail to take into account the structural composition of the regional economy and the potential contribution of individual economic entities to generation of systemic crises. OBJECTIVE OF THE STUDY. To develop a comprehensive methodology for assessing regional risk tolerance, integrating a micro-level analysis of companies’ risk capacity with a macro-level assessment of the social and economic sustainability of the territory. METHODS. The methodology is based on the author’s approach, which includes: 1) assessing companies’ risk capacity by aggregating normalized indicators for financial, environmental, social, and operational risks; 2) calculating the integrated indicator of the region’s macro-resilience; 3) determining the final regional risk tolerance index (RRI) as a function of the ratio of the macro-resilience to the total weighted risk capacity of the corporate sector. RESULTS. A new diagnostic tool is proposed that allows for a quantitative assessment of a region’s ability to withstand shocks, taking into account specific industrial and corporate features. A typological matrix was built based on the calculations that classifies the regions into four clusters, i.e. the “Leaders”, the “Vulnerable Giants”, the “Stable Outsiders”, and the “Crisis Zones.” The key vulnerability of the ""Giant"" regions has been identified, which external macroeconomic stability can be instantly destabilized by risk realizations at one or more large-scale companies with a high risk load. CONCLUSIONS. A practical significance of the study lies in creating a foundation for proactive regional policy aimed not at eliminating the consequences of crises, but at preventatively managing the risk sources. The methodology allows government agencies to prioritize support and develop targeted measures for the most vulnerable territories, while corporate investors can assess systemic risks more accurately when selecting locations for the new projects.",SCOPUS_UI,10.30686/1609-9192-2026-1-49-54,MATCH,EXCLUDE,E4,"Propone una metodología de riesgo corporativo/regional para empresas mineras, sin relación con el comportamiento de inversionistas individuales.",EXCLUDE,
Upstream Dynamics: Navigating the Economics of Petroleum Exploration and Production,Al-Sajari S.F.,Upstream Dynamics Navigating the Economics of Petroleum Exploration and Production,2026,,NOT_FOUND,0.387,Scopus only,https://scopus.unalproxy.elogim.com/pages/publications/105040893046?origin=resultslist,,"The upstream petroleum sector is a cornerstone of the global energy landscape. As the world transitions toward more sustainable and diversified energy sources, the role of upstream petroleum economics becomes increasingly complex and dynamic. Blending analytical rigor with real-world case studies from various basins, Upstream Dynamics serves as a professional guide to the economics that govern oil and gas exploration and production. It covers the full asset life cycle—exploration, appraisal, development, production, and abandonment—linking engineering realities with financial decision-making. It provides insights into exploration, drilling, production, reservoir management, risk mitigation, regulatory compliance, and technological innovation. Details project screening, cash flow modeling, fiscal regimes, reserve classification, risk and uncertainty, field development planning, cost estimation, production optimization, and portfolio management Goes beyond traditional discounted cash flow by integrating Monte Carlo simulation, real-options thinking, and scenario planning, with clear step-by-step illustrations and spreadsheet-ready examples Addresses the commercial impact of regulation, ESG/sustainability, digitalization/AI, and price volatility, translating these into practical decisions on timing, sequencing, and capital allocation Features real-world case studies from across the Middle East, the North Sea, the Gulf of Mexico, West Africa, and Southeast Asia Emphasizes what practitioners can do on Monday morning: build better economic cases, manage risk credibly, and communicate value to executives, partners, and regulators Written by an experienced and practicing senior petroleum economist, this text is aimed at industry professionals and stakeholders, including petroleum economists and engineers, as well as asset managers and analysts, to help them successfully navigate the complexities of the upstream oil and gas sector.",SCOPUS_UI,10.1201/9781003750345,NO_DOI,EXCLUDE,E4,"Es un texto de economía y gestión de riesgo corporativo del sector petrolero upstream, sin ángulo conductual de inversionistas individuales.",EXCLUDE,
